policy,seed,err_rate,rounds_to_target,cum_time,final_gain,final_regret
fixed-d6,12,0.978709,121,280.000000,0.002077,3.697857
fixed-d6,13,0.976434,121,280.000000,0.002180,4.268214
fixed-d6,14,0.978500,121,280.000000,0.002115,3.753890
fixed-d6,15,0.976167,121,280.000000,0.002089,4.328937
fixed-d6,16,0.978588,121,280.000000,0.002003,3.730532
fixed-d6,17,0.975333,121,280.000000,0.002178,4.509715
fixed-d6,18,0.976455,121,280.000000,0.002090,4.263399
fixed-d6,19,0.974816,121,280.000000,0.002223,4.615445
fixed-d6,20,0.978625,121,280.000000,0.002067,3.720495
fixed-d6,21,0.978261,121,280.000000,0.002045,3.817126
fixed-d6,22,0.974471,121,280.000000,0.002156,4.682678
fixed-d6,23,0.974898,121,280.000000,0.002194,4.598916
fixed-d6,24,0.979108,121,280.000000,0.002087,3.588852
fixed-d6,25,0.975187,121,280.000000,0.002158,4.540111
fixed-d6,26,0.972866,121,280.000000,0.002409,4.968931
fixed-d6,27,0.977595,121,280.000000,0.002050,3.988568
fixed-d6,28,0.977728,121,280.000000,0.002021,3.954941
fixed-d6,29,0.978947,121,280.000000,0.002071,3.633055
fixed-d6,30,0.977630,121,280.000000,0.002091,3.979772
fixed-d6,31,0.979221,121,280.000000,0.002013,3.557522
fixed-d6,32,0.972424,121,280.000000,0.002365,5.039478
fixed-d6,33,0.978558,121,280.000000,0.002120,3.738471
fixed-d6,34,0.975539,121,280.000000,0.002186,4.466428
fixed-d6,35,0.979076,121,280.000000,0.002001,3.597594
fixed-d6,36,0.978762,121,280.000000,0.002017,3.683366
fixed-d6,37,0.976015,121,280.000000,0.002158,4.362784
fixed-d6,38,0.973287,121,280.000000,0.002391,4.898333
fixed-d6,39,0.979078,121,280.000000,0.002048,3.597116
fixed-d6,40,0.977027,121,280.000000,0.002147,4.128504
fixed-d6,41,0.975347,121,280.000000,0.002210,4.506892
fixed-d6,42,0.974863,121,280.000000,0.002205,4.605894
fixed-d6,43,0.973983,121,280.000000,0.002316,4.774692
fixed-d6,44,0.975269,121,280.000000,0.002207,4.523241
fixed-d6,45,0.974661,121,280.000000,0.002277,4.646063
fixed-d6,46,0.976007,121,280.000000,0.002152,4.364598
fixed-d6,47,0.975330,121,280.000000,0.002238,4.510471
fixed-d6,48,0.975577,121,280.000000,0.002223,4.458309
fixed-d6,49,0.975761,121,280.000000,0.002216,4.418654
fixed-d6,50,0.977358,121,280.000000,0.002093,4.047620
fixed-d6,51,0.978045,121,280.000000,0.002050,3.873574
fixed-d6,52,0.975893,121,280.000000,0.002131,4.389702
fixed-d6,53,0.976610,121,280.000000,0.002159,4.227495
fixed-d6,54,0.974814,121,280.000000,0.002243,4.615756
fixed-d6,55,0.977848,121,280.000000,0.002134,3.924282
fixed-d6,56,0.976843,121,280.000000,0.002131,4.172549
fixed-d6,57,0.977328,121,280.000000,0.002051,4.055167
fixed-d6,58,0.977829,121,280.000000,0.002029,3.929376
fixed-d6,59,0.977712,121,280.000000,0.002082,3.959009
fixed-d7,0,0.987504,121,306.666667,0.001661,4.376555
fixed-d7,1,0.986744,121,306.666667,0.001647,4.674358
fixed-d7,2,0.987056,121,306.666667,0.001685,4.557123
fixed-d7,3,0.986849,121,306.666667,0.001668,4.635478
fixed-d7,4,0.986236,121,306.666667,0.001713,4.851642
fixed-d7,5,0.988572,121,306.666667,0.001669,3.889820
fixed-d7,6,0.988808,121,306.666667,0.001595,3.772140
fixed-d7,7,0.986301,121,306.666667,0.001786,4.829853
fixed-d7,8,0.987281,121,306.666667,0.001652,4.468157
fixed-d7,9,0.987483,121,306.666667,0.001629,4.385134
fixed-d7,10,0.988853,121,306.666667,0.001627,3.749667
fixed-d7,11,0.987567,121,306.666667,0.001726,4.349878
fixed-d7,12,0.988962,121,306.666667,0.001647,3.693746
fixed-d7,13,0.987769,121,306.666667,0.001683,4.263123
fixed-d7,14,0.988853,121,306.666667,0.001672,3.749533
fixed-d7,15,0.987628,121,306.666667,0.001610,4.324075
fixed-d7,16,0.988898,121,306.666667,0.001585,3.726423
fixed-d7,17,0.987190,121,306.666667,0.001662,4.504468
fixed-d7,18,0.987779,121,306.666667,0.001614,4.258510
fixed-d7,19,0.986918,121,306.666667,0.001689,4.610011
fixed-d7,20,0.988918,121,306.666667,0.001636,3.716237
fixed-d7,21,0.988727,121,306.666667,0.001614,3.812924
fixed-d7,22,0.986736,121,306.666667,0.001632,4.677406
fixed-d7,23,0.986961,121,306.666667,0.001664,4.593433
fixed-d7,24,0.989171,121,306.666667,0.001660,3.584675
fixed-d7,25,0.987113,121,306.666667,0.001643,4.534815
fixed-d7,26,0.985890,121,306.666667,0.001786,4.962620
fixed-d7,27,0.988378,121,306.666667,0.001604,3.984140
fixed-d7,28,0.988448,121,306.666667,0.001583,3.950511
fixed-d7,29,0.989087,121,306.666667,0.001644,3.628883
fixed-d7,30,0.988396,121,306.666667,0.001638,3.975296
fixed-d7,31,0.989230,121,306.666667,0.001605,3.553676
fixed-d7,32,0.985657,121,306.666667,0.001745,5.033224
fixed-d7,33,0.988883,121,306.666667,0.001677,3.734153
fixed-d7,34,0.987298,121,306.666667,0.001673,4.461173
fixed-d7,35,0.989154,121,306.666667,0.001592,3.593668
fixed-d7,36,0.988990,121,306.666667,0.001599,3.679339
fixed-d7,37,0.987548,121,306.666667,0.001660,4.357724
fixed-d7,38,0.986113,121,306.666667,0.001782,4.892184
fixed-d7,39,0.989155,121,306.666667,0.001628,3.593048
fixed-d7,40,0.988080,121,306.666667,0.001671,4.123774
fixed-d7,41,0.987197,121,306.666667,0.001686,4.501535
fixed-d7,42,0.986942,121,306.666667,0.001676,4.600540
fixed-d7,43,0.986480,121,306.666667,0.001737,4.768743
fixed-d7,44,0.987156,121,306.666667,0.001682,4.517879
fixed-d7,45,0.986836,121,306.666667,0.001726,4.640494
fixed-d7,46,0.987544,121,306.666667,0.001655,4.359524
fixed-d7,47,0.987188,121,306.666667,0.001709,4.505131
fixed-d7,48,0.987318,121,306.666667,0.001700,4.452948
fixed-d7,49,0.987415,121,306.666667,0.001699,4.413352
fixed-d7,50,0.988254,121,306.666667,0.001635,4.043019
fixed-d7,51,0.988614,121,306.666667,0.001612,3.869236
fixed-d7,52,0.987484,121,306.666667,0.001634,4.384560
fixed-d7,53,0.987861,121,306.666667,0.001670,4.222506
fixed-d7,54,0.986917,121,306.666667,0.001703,4.610277
fixed-d7,55,0.988511,121,306.666667,0.001675,3.919745
fixed-d7,56,0.987983,121,306.666667,0.001656,4.167795
fixed-d7,57,0.988237,121,306.666667,0.001601,4.050670
fixed-d7,58,0.988500,121,306.666667,0.001591,3.924980
fixed-d7,59,0.988439,121,306.666667,0.001632,3.954534
fixed-d8,0,0.993547,121,333.333333,0.001447,4.374401
fixed-d8,1,0.993151,121,333.333333,0.001422,4.672074
fixed-d8,2,0.993314,121,333.333333,0.001460,4.554868
fixed-d8,3,0.993206,121,333.333333,0.001441,4.633195
fixed-d8,4,0.992887,121,333.333333,0.001469,4.849175
fixed-d8,5,0.994102,121,333.333333,0.001470,3.887835
fixed-d8,6,0.994224,121,333.333333,0.001408,3.770294
fixed-d8,7,0.992921,121,333.333333,0.001533,4.827324
fixed-d8,8,0.993431,121,333.333333,0.001434,4.465967
fixed-d8,9,0.993536,121,333.333333,0.001417,4.382995
fixed-d8,10,0.994247,121,333.333333,0.001438,3.747846
fixed-d8,11,0.993580,121,333.333333,0.001505,4.347688
fixed-d8,12,0.994304,121,333.333333,0.001458,3.691947
fixed-d8,13,0.993684,121,333.333333,0.001469,4.260946
fixed-d8,14,0.994247,121,333.333333,0.001477,3.747632
fixed-d8,15,0.993611,121,333.333333,0.001403,4.322000
fixed-d8,16,0.994271,121,333.333333,0.001401,3.724628
fixed-d8,17,0.993383,121,333.333333,0.001442,4.502249
fixed-d8,18,0.993690,121,333.333333,0.001408,4.256419
fixed-d8,19,0.993242,121,333.333333,0.001461,4.607720
fixed-d8,20,0.994281,121,333.333333,0.001446,3.714376
fixed-d8,21,0.994182,121,333.333333,0.001424,3.811094
fixed-d8,22,0.993147,121,333.333333,0.001409,4.675194
fixed-d8,23,0.993264,121,333.333333,0.001439,4.591125
fixed-d8,24,0.994413,121,333.333333,0.001472,3.582843
fixed-d8,25,0.993343,121,333.333333,0.001424,4.532578
fixed-d8,26,0.992707,121,333.333333,0.001526,4.960014
fixed-d8,27,0.994001,121,333.333333,0.001410,3.982225
fixed-d8,28,0.994037,121,333.333333,0.001392,3.948592
fixed-d8,29,0.994369,121,333.333333,0.001457,3.627056
fixed-d8,30,0.994010,121,333.333333,0.001441,3.973358
fixed-d8,31,0.994443,121,333.333333,0.001424,3.551986
fixed-d8,32,0.992585,121,333.333333,0.001487,5.030653
fixed-d8,33,0.994263,121,333.333333,0.001483,3.732268
fixed-d8,34,0.993440,121,333.333333,0.001453,4.458945
fixed-d8,35,0.994404,121,333.333333,0.001411,3.591945
fixed-d8,36,0.994318,121,333.333333,0.001416,3.677578
fixed-d8,37,0.993570,121,333.333333,0.001445,4.355569
fixed-d8,38,0.992823,121,333.333333,0.001527,4.889635
fixed-d8,39,0.994404,121,333.333333,0.001443,3.591264
fixed-d8,40,0.993846,121,333.333333,0.001465,4.121738
fixed-d8,41,0.993387,121,333.333333,0.001462,4.499269
fixed-d8,42,0.993255,121,333.333333,0.001451,4.598283
fixed-d8,43,0.993014,121,333.333333,0.001493,4.766264
fixed-d8,44,0.993366,121,333.333333,0.001459,4.515613
fixed-d8,45,0.993199,121,333.333333,0.001492,4.638153
fixed-d8,46,0.993568,121,333.333333,0.001441,4.357364
fixed-d8,47,0.993383,121,333.333333,0.001483,4.502872
fixed-d8,48,0.993450,121,333.333333,0.001477,4.450675
fixed-d8,49,0.993501,121,333.333333,0.001477,4.411098
fixed-d8,50,0.993936,121,333.333333,0.001435,4.041032
fixed-d8,51,0.994123,121,333.333333,0.001420,3.867353
fixed-d8,52,0.993537,121,333.333333,0.001421,4.382375
fixed-d8,53,0.993732,121,333.333333,0.001459,4.220370
fixed-d8,54,0.993241,121,333.333333,0.001474,4.607969
fixed-d8,55,0.994070,121,333.333333,0.001475,3.917777
fixed-d8,56,0.993796,121,333.333333,0.001450,4.165752
fixed-d8,57,0.993928,121,333.333333,0.001405,4.048730
fixed-d8,58,0.994064,121,333.333333,0.001400,3.923075
fixed-d8,59,0.994033,121,333.333333,0.001435,3.952597
fixed-d9,0,0.996677,121,360.000000,0.001346,4.373399
fixed-d9,1,0.996472,121,360.000000,0.001317,4.671019
fixed-d9,2,0.996556,121,360.000000,0.001355,4.553823
fixed-d9,3,0.996501,121,360.000000,0.001335,4.632140
fixed-d9,4,0.996336,121,360.000000,0.001356,4.848042
fixed-d9,5,0.996963,121,360.000000,0.001376,3.886902
fixed-d9,6,0.997027,121,360.000000,0.001320,3.769425
fixed-d9,7,0.996353,121,360.000000,0.001416,4.826161
fixed-d9,8,0.996617,121,360.000000,0.001333,4.464950
fixed-d9,9,0.996671,121,360.000000,0.001318,4.382000
fixed-d9,10,0.997038,121,360.000000,0.001349,3.746987
fixed-d9,11,0.996694,121,360.000000,0.001402,4.346667
fixed-d9,12,0.997068,121,360.000000,0.001368,3.691098
fixed-d9,13,0.996748,121,360.000000,0.001368,4.259931
fixed-d9,14,0.997039,121,360.000000,0.001385,3.746735
fixed-d9,15,0.996710,121,360.000000,0.001307,4.321034
fixed-d9,16,0.997051,121,360.000000,0.001314,3.723781
fixed-d9,17,0.996592,121,360.000000,0.001339,4.501219
fixed-d9,18,0.996751,121,360.000000,0.001312,4.255443
fixed-d9,19,0.996519,121,360.000000,0.001355,4.606660
fixed-d9,20,0.997056,121,360.000000,0.001357,3.713498
fixed-d9,21,0.997005,121,360.000000,0.001335,3.810232
fixed-d9,22,0.996470,121,360.000000,0.001306,4.674172
fixed-d9,23,0.996531,121,360.000000,0.001334,4.590057
fixed-d9,24,0.997124,121,360.000000,0.001382,3.581976
fixed-d9,25,0.996572,121,360.000000,0.001321,4.531541
fixed-d9,26,0.996243,121,360.000000,0.001406,4.958821
fixed-d9,27,0.996911,121,360.000000,0.001319,3.981326
fixed-d9,28,0.996930,121,360.000000,0.001302,3.947691
fixed-d9,29,0.997101,121,360.000000,0.001368,3.626192
fixed-d9,30,0.996916,121,360.000000,0.001348,3.972447
fixed-d9,31,0.997140,121,360.000000,0.001339,3.551186
fixed-d9,32,0.996179,121,360.000000,0.001368,5.029478
fixed-d9,33,0.997047,121,360.000000,0.001390,3.731379
fixed-d9,34,0.996621,121,360.000000,0.001350,4.457910
fixed-d9,35,0.997119,121,360.000000,0.001326,3.591130
fixed-d9,36,0.997075,121,360.000000,0.001329,3.676746
fixed-d9,37,0.996689,121,360.000000,0.001345,4.354566
fixed-d9,38,0.996302,121,360.000000,0.001409,4.888466
fixed-d9,39,0.997120,121,360.000000,0.001356,3.590420
fixed-d9,40,0.996831,121,360.000000,0.001368,4.120786
fixed-d9,41,0.996594,121,360.000000,0.001358,4.498218
fixed-d9,42,0.996526,121,360.000000,0.001346,4.597238
fixed-d9,43,0.996401,121,360.000000,0.001380,4.765122
fixed-d9,44,0.996583,121,360.000000,0.001354,4.514562
fixed-d9,45,0.996497,121,360.000000,0.001383,4.637070
fixed-d9,46,0.996688,121,360.000000,0.001341,4.356359
fixed-d9,47,0.996592,121,360.000000,0.001377,4.501824
fixed-d9,48,0.996627,121,360.000000,0.001372,4.449619
fixed-d9,49,0.996653,121,360.000000,0.001374,4.410050
fixed-d9,50,0.996878,121,360.000000,0.001341,4.040100
fixed-d9,51,0.996975,121,360.000000,0.001330,3.866467
fixed-d9,52,0.996671,121,360.000000,0.001321,4.381359
fixed-d9,53,0.996773,121,360.000000,0.001360,4.219373
fixed-d9,54,0.996519,121,360.000000,0.001367,4.606901
fixed-d9,55,0.996947,121,360.000000,0.001380,3.916852
fixed-d9,56,0.996805,121,360.000000,0.001353,4.164796
fixed-d9,57,0.996874,121,360.000000,0.001313,4.047820
fixed-d9,58,0.996944,121,360.000000,0.001310,3.922179
fixed-d9,59,0.996928,121,360.000000,0.001342,3.951688
